Data,latitude,longitude,probabilidade_ensemble
2024-10-25,-33.5699,-70.6181,87.5
2024-10-25,-20.8541,-50.9006,54.1
2024-10-25,-32.0635,-37.5941,71.0
2024-10-25,-26.8313,-56.9087,61.29999999999999
2024-10-25,-15.1077,-45.2883,71.2
2024-10-25,-30.4864,-43.8164,42.79999999999999
2024-10-25,2.2768,-49.4749,36.6
2024-10-25,-4.5058,-39.3451,78.7
2024-10-25,-31.7596,-37.0998,68.3
2024-10-25,-10.8804,-45.0431,96.2
2024-10-25,-12.3634,-35.4909,0.9
2024-10-25,-5.7271,-70.7286,7.5
2024-10-25,-18.2702,-58.8918,76.5
2024-10-25,-10.2263,-38.1093,96.8
2024-10-25,5.0113,-46.6272,67.6
2024-10-25,-13.0256,-35.2605,22.899999999999995
2024-10-25,-13.5621,-42.1479,85.5
2024-10-25,2.0099,-51.3917,57.6
2024-10-25,-21.6057,-45.8734,85.3
2024-10-25,1.6481,-73.2248,7.7
2024-10-25,-27.5431,-42.1299,46.1
2024-10-25,-25.3081,-65.0772,23.7
2024-10-25,-9.9243,-63.7131,16.5
2024-10-25,-23.3677,-70.6146,3.6
2024-10-25,0.9935,-48.1084,16.2
2024-10-25,-32.4133,-45.9642,8.5
2024-10-25,-24.547,-54.8417,58.1
2024-10-25,-27.499,-57.7213,98.0
2024-10-25,-6.9397,-62.1448,98.5
2024-10-25,-30.8499,-64.7472,28.8
2024-10-25,5.0187,-63.6277,17.7
2024-10-25,-22.7131,-67.2116,26.7
2024-10-25,-21.2387,-55.1997,76.5
2024-10-25,2.3592,-68.8217,39.4
2024-10-25,-4.2946,-61.4395,92.09999999999998
2024-10-25,-16.9821,-46.9828,91.2
2024-10-25,-25.2576,-38.1588,0.20000000000000004
2024-10-25,-11.2337,-38.5597,43.4
2024-10-25,-1.9088,-51.4816,93.09999999999998
2024-10-25,-28.3172,-66.4512,80.7
2024-10-25,-18.6758,-71.8285,73.6
2024-10-25,-31.1052,-42.4177,60.20000000000001
2024-10-25,-22.0389,-67.1158,64.1
2024-10-25,-22.7511,-51.3015,91.3
2024-10-25,-23.3037,-57.5594,46.79999999999999
2024-10-25,-1.9385,-37.7275,83.1
2024-10-25,-3.423,-59.3558,11.4
2024-10-25,-24.4266,-40.2454,22.3
2024-10-25,-31.3222,-40.6658,21.2
2024-10-25,-18.1657,-39.7962,45.6
2024-10-25,-20.6404,-36.6995,4.6
2024-10-25,-18.1455,-40.43,17.0
2024-10-25,-25.8389,-64.5616,14.5
2024-10-25,-7.2429,-72.9375,24.8
2024-10-25,4.5454,-36.4245,68.8
2024-10-25,-6.7183,-43.6801,47.4
2024-10-25,-15.1359,-45.1859,88.2
2024-10-25,-13.6364,-59.0645,17.0
2024-10-25,1.9091,-66.0545,13.4
2024-10-25,-12.6042,-64.1792,47.79999999999999
2024-10-25,-21.8324,-36.2459,26.3
2024-10-25,-2.1688,-68.09,31.3
2024-10-25,-15.9538,-44.7085,89.2
2024-10-25,-27.2509,-39.8394,70.0
2024-10-25,-26.5263,-49.0525,15.5
2024-10-25,-32.0354,-60.5352,80.2
2024-10-25,-29.2902,-59.1553,75.3
2024-10-25,3.4501,-64.2397,39.1
2024-10-25,-9.898,-60.8672,90.0
2024-10-25,5.1714,-46.3702,79.0
2024-10-25,-5.8958,-49.7209,74.0
2024-10-25,-12.1894,-65.8904,51.6
2024-10-25,-26.6687,-67.5301,54.1
2024-10-25,-7.1326,-38.9194,80.0
2024-10-25,-23.2639,-54.3165,19.2
2024-10-25,-3.7522,-64.0481,23.899999999999995
2024-10-25,-13.9883,-50.7474,19.4
2024-10-25,-4.5835,-38.2685,28.0
2024-10-25,-10.8113,-51.6163,76.6
2024-10-25,-33.5951,-53.4269,63.5
2024-10-25,-14.4362,-57.6487,24.5
2024-10-25,-9.1936,-42.2917,95.2
2024-10-25,-0.0718,-53.4065,71.6
2024-10-25,-0.7623,-55.419,99.09999999999998
2024-10-25,-25.7572,-43.744,94.0
2024-10-25,-29.2216,-36.4918,89.3
2024-10-25,-5.3531,-55.4902,61.4
2024-10-25,3.1043,-47.8212,89.5
2024-10-25,-23.9154,-55.5367,31.399999999999995
2024-10-25,-28.1418,-42.4723,68.7
2024-10-25,-10.2466,-35.1162,53.4
2024-10-25,-29.9681,-55.3301,97.09999999999998
2024-10-25,-3.6746,-51.0213,11.300000000000002
2024-10-25,-14.2272,-48.6287,32.3
2024-10-25,-0.3202,-62.2183,51.0
2024-10-25,-15.2695,-65.871,15.699999999999998
2024-10-25,-2.37,-53.2053,8.8
2024-10-25,-29.8819,-65.0938,67.0
2024-10-25,3.7619,-73.2301,46.9
2024-10-25,5.1882,-44.8895,11.1
2024-10-25,-25.1597,-64.5405,35.4
2024-10-25,-9.0015,-65.0891,78.7
2024-10-25,-31.1043,-45.702,37.0
2024-10-25,-7.7985,-42.2577,92.90000000000002
2024-10-25,-1.2867,-60.2747,28.0
2024-10-25,-25.9782,-39.8624,85.59999999999998
2024-10-25,-28.9008,-68.5587,85.40000000000002
2024-10-25,-28.8079,-41.1707,89.7
2024-10-25,-5.2688,-53.0593,28.899999999999995
2024-10-25,-22.4392,-69.6871,78.2
2024-10-25,-8.0469,-35.6321,96.8
2024-10-25,-12.6927,-36.9167,5.900000000000001
2024-10-25,-20.3398,-56.2748,82.8
2024-10-25,0.2451,-67.6252,73.5
2024-10-25,-12.9756,-36.9811,78.5
2024-10-25,-4.0413,-73.3058,64.2
2024-10-25,-17.028,-38.1026,5.900000000000001
2024-10-25,-28.4164,-61.7822,44.0
2024-10-25,-13.9872,-70.0522,99.40000000000002
2024-10-25,-2.3693,-55.8208,58.79999999999999
2024-10-25,-28.7786,-58.4304,12.5
2024-10-25,-7.1064,-35.2291,65.5
2024-10-25,0.7372,-36.2043,43.79999999999999
2024-10-25,-25.811,-36.5414,52.29999999999999
2024-10-25,-0.2656,-69.0419,35.4
2024-10-25,-27.5773,-53.8261,37.4
2024-10-25,-24.6224,-69.9753,45.9
2024-10-25,-32.3306,-71.5393,12.300000000000002
2024-10-25,-10.555,-71.8711,15.1
2024-10-25,-2.8288,-35.31,91.7
2024-10-25,-12.1834,-43.5478,5.8
2024-10-25,4.4584,-64.0439,4.3
2024-10-25,-4.9103,-68.63,26.5
2024-10-25,-11.8909,-44.9083,87.7
2024-10-25,-14.3194,-55.8778,35.8
2024-10-25,-5.7238,-69.974,36.2
2024-10-25,-1.7699,-34.837,49.20000000000001
2024-10-25,-12.6861,-66.7885,32.0
2024-10-25,-7.2854,-38.9692,10.699999999999998
2024-10-25,-8.7377,-44.8808,74.1
2024-10-25,-5.5753,-37.5416,77.4
2024-10-25,-25.7208,-69.6441,7.3
2024-10-25,-14.6415,-34.899,57.20000000000001
2024-10-25,-19.442,-41.2749,37.8
2024-10-25,-15.5427,-47.8757,71.6
2024-10-25,0.7268,-50.7523,38.6
2024-10-25,-25.301,-64.7342,76.8
2024-10-25,-14.6009,-50.4073,15.1
2024-10-25,-14.5258,-35.3333,53.5
2024-10-25,-19.1814,-69.072,17.6
2024-10-25,-32.4726,-71.2626,7.900000000000001
2024-10-25,-17.8347,-62.0814,95.40000000000002
2024-10-25,-19.9584,-73.9289,46.6
2024-10-25,-22.0373,-57.7433,8.5
2024-10-25,-20.3861,-41.1002,44.79999999999999
2024-10-25,-22.9326,-54.3904,75.2
2024-10-25,-11.057,-35.9923,61.20000000000001
2024-10-25,2.0928,-47.8607,61.4
2024-10-25,-9.4493,-54.8962,94.40000000000002
2024-10-25,3.6181,-56.9632,4.1
2024-10-25,-9.4215,-65.5283,75.7
2024-10-25,-10.5684,-44.4168,0.3
2024-10-25,1.2498,-40.2434,16.1
2024-10-25,-3.3965,-66.8146,95.90000000000002
2024-10-25,-14.4838,-66.6657,48.1
2024-10-25,-10.1053,-64.6289,57.29999999999999
2024-10-25,-11.8584,-37.0134,68.6
2024-10-25,-19.5401,-52.2841,19.5
2024-10-25,-23.777,-45.6745,21.600000000000005
2024-10-25,-5.6365,-55.7975,84.3
2024-10-25,-0.3117,-38.0229,52.29999999999999
2024-10-25,-14.4588,-59.8883,82.1
2024-10-25,-27.4673,-40.1879,65.9
2024-10-25,-15.738,-40.3802,93.7
2024-10-25,-21.9387,-59.7715,74.9
2024-10-25,4.8749,-54.2661,37.7
2024-10-25,-2.1051,-65.8143,63.5
2024-10-25,5.0741,-40.9663,95.09999999999998
2024-10-25,0.7598,-41.2377,80.8
2024-10-25,-0.0035,-72.6497,19.4
2024-10-25,2.2282,-50.0515,34.1
2024-10-25,-15.6242,-43.3357,25.399999999999995
2024-10-25,0.8514,-63.9104,4.1
2024-10-25,-6.3967,-45.4465,97.5
2024-10-25,-27.2824,-55.421,13.4
2024-10-25,-14.9897,-49.54,86.40000000000002
2024-10-25,-1.1306,-67.8915,20.3
2024-10-25,-6.9225,-60.7167,72.7
2024-10-25,-26.1726,-71.0783,94.0
2024-10-25,-18.8646,-45.9053,46.1
2024-10-25,-15.6804,-44.9998,76.1
2024-10-25,-7.4004,-64.7853,36.4
2024-10-25,3.2532,-61.7661,4.8
2024-10-25,-31.8257,-43.6868,84.2
2024-10-25,-30.2393,-72.2196,25.5
2024-10-25,-30.1571,-41.5986,29.399999999999995
2024-10-25,-5.2348,-49.5691,40.4
2024-10-25,-21.3768,-73.3386,72.0
2024-10-25,-33.0605,-69.8525,3.1
2024-10-25,-18.795,-40.9283,44.5
2024-10-25,-9.2469,-61.6887,43.5
2024-10-25,-33.6632,-38.836,66.5
2024-10-25,-27.1853,-42.3344,50.79999999999999
2024-10-25,-12.1138,-44.8393,18.0
2024-10-25,-3.6695,-70.8942,52.9
2024-10-25,1.7425,-40.1391,5.1
2024-10-25,4.8441,-41.7437,76.6
2024-10-25,-6.8561,-42.756,52.70000000000001
2024-10-25,1.5906,-49.1953,20.0
2024-10-25,-18.1763,-47.1227,78.2
2024-10-25,-23.1895,-52.5419,71.9
2024-10-25,-19.3847,-53.2021,47.20000000000001
2024-10-25,-29.957,-72.8894,81.2
2024-10-25,2.3655,-53.0005,30.7
2024-10-25,-28.8917,-49.9342,52.6
2024-10-25,-11.392,-47.4223,46.29999999999999
2024-10-25,-21.344,-43.0741,94.0
2024-10-25,1.5705,-61.7781,26.8
2024-10-25,-13.196,-48.5937,7.0
2024-10-25,-30.9042,-38.53,57.4
2024-10-25,-4.9895,-41.9611,27.3
2024-10-25,-26.8334,-57.0934,97.59999999999998
2024-10-25,-6.4838,-71.4508,50.4
2024-10-25,-5.8194,-68.4002,52.70000000000001
2024-10-25,-14.9653,-51.5603,71.3
2024-10-25,4.212,-49.1009,3.7000000000000006
2024-10-25,-4.5551,-42.8495,6.8
2024-10-25,-14.657,-34.9998,80.2
2024-10-25,2.3281,-67.6617,96.59999999999998
2024-10-25,-9.8993,-57.968,71.4
2024-10-25,-29.7299,-42.6188,77.5
2024-10-25,3.4119,-35.1219,52.5
2024-10-25,-25.2612,-49.1093,88.90000000000002
2024-10-25,-31.3185,-53.2981,45.79999999999999
2024-10-25,-19.5023,-44.9745,92.40000000000002
2024-10-25,-5.6219,-68.8006,39.3
2024-10-25,4.8521,-53.6981,67.8
2024-10-25,-15.7346,-55.2001,65.6
2024-10-25,-5.2454,-55.6934,70.5
2024-10-25,2.4432,-71.8911,2.3
2024-10-25,-30.9081,-47.4436,73.4
2024-10-25,-11.0817,-55.273,1.3
2024-10-25,-0.7251,-64.4652,0.9
2024-10-25,-6.5069,-73.3292,54.20000000000001
2024-10-25,-21.9436,-47.5061,0.0
2024-10-25,-9.5419,-53.0018,7.7
2024-10-25,-21.7994,-47.8309,75.1
2024-10-25,-11.2912,-35.5694,18.7
2024-10-25,-10.0598,-45.9637,16.9
2024-10-25,-10.1634,-71.313,72.8
2024-10-25,-2.8533,-59.0761,11.0
2024-10-25,-8.2534,-68.3115,11.9
2024-10-25,-15.6973,-62.5399,6.7
2024-10-25,1.2108,-72.7395,10.1
2024-10-25,-7.2211,-51.5049,48.20000000000001
2024-10-25,-7.5875,-53.2274,59.79999999999999
2024-10-25,3.3401,-53.253,13.199999999999998
2024-10-25,-25.1637,-45.2864,92.09999999999998
2024-10-25,-4.3092,-59.4645,10.0
2024-10-25,-20.2527,-68.5338,99.90000000000002
2024-10-25,-31.4178,-62.987,76.2
2024-10-25,-20.396,-67.2361,74.1
2024-10-25,-13.9941,-46.0023,91.2
2024-10-25,0.1172,-73.9292,78.6
2024-10-25,4.1622,-49.0411,67.7
2024-10-25,-27.5504,-36.2059,68.8
2024-10-25,-30.3867,-63.1356,27.399999999999995
2024-10-25,1.0206,-36.7014,64.9
2024-10-25,-30.1348,-43.9387,3.9
2024-10-25,-19.6948,-39.0987,62.29999999999999
2024-10-25,4.5095,-50.834,78.7
2024-10-25,-2.531,-40.746,43.0
2024-10-25,-14.7304,-51.5851,45.29999999999999
2024-10-25,-14.4511,-57.0184,84.6
2024-10-25,-7.2206,-57.4787,56.1
2024-10-25,-19.5515,-68.774,78.6
2024-10-25,-26.5093,-55.7031,91.40000000000002
2024-10-25,-29.285,-53.1655,12.9
2024-10-25,4.9382,-56.508,63.70000000000001
2024-10-25,-8.9986,-49.1185,63.0
2024-10-25,-30.8065,-52.1028,75.3
2024-10-25,2.1193,-45.5884,12.0
2024-10-25,-28.4752,-68.8077,22.600000000000005
2024-10-25,-4.6645,-50.2944,81.0
2024-10-25,-1.9637,-73.7864,36.5
2024-10-25,-6.4533,-65.9264,5.0
2024-10-25,-20.4353,-41.9,49.70000000000001
2024-10-25,-4.9549,-68.3419,1.2
2024-10-25,-6.3743,-49.9873,59.6
2024-10-25,-3.0793,-58.1561,64.8
2024-10-25,-28.7178,-59.7202,84.1
2024-10-25,-9.8003,-37.0478,85.8
2024-10-25,-29.9247,-63.7676,31.0
2024-10-25,-1.7882,-37.192,42.79999999999999
2024-10-25,-17.3783,-51.021,30.8
2024-10-25,-10.8861,-71.1952,43.0
2024-10-25,1.1592,-52.7531,88.3
2024-10-25,-32.8531,-39.9877,14.9
2024-10-25,-28.8018,-67.5059,96.8
2024-10-25,-17.4716,-58.252,97.09999999999998
2024-10-25,-13.1531,-37.5286,81.0
2024-10-25,-1.7973,-68.5105,37.3
2024-10-25,-6.0411,-56.7862,72.2
2024-10-25,-20.3696,-73.2448,37.6
2024-10-25,1.4589,-35.9289,48.9
2024-10-25,-11.0806,-57.6086,81.0
2024-10-25,-19.1853,-52.1172,87.8
2024-10-25,-20.1307,-63.5022,28.2
2024-10-25,-15.1014,-66.7577,22.399999999999995
2024-10-25,0.275,-60.128,38.1
2024-10-25,-27.6692,-35.6649,75.2
2024-10-25,-1.7244,-67.1128,58.4
2024-10-25,0.0037,-54.1548,24.600000000000005
2024-10-25,-6.8314,-50.4549,32.2
2024-10-25,-19.9499,-39.9505,98.59999999999998
2024-10-25,-4.0079,-59.6535,8.8
2024-10-25,-2.3415,-58.9138,73.5
2024-10-25,0.3894,-52.77,28.5
2024-10-25,-23.931,-40.9771,43.6
2024-10-25,-32.29,-47.7211,79.3
2024-10-25,-1.7265,-65.0322,96.09999999999998
2024-10-25,-17.4936,-73.9341,92.5
2024-10-25,-32.9724,-69.1977,96.90000000000002
2024-10-25,-5.7106,-37.2168,83.2
2024-10-25,0.343,-36.3816,49.5
2024-10-25,-22.6818,-62.175,91.8
2024-10-25,-13.0818,-50.1585,41.5
2024-10-25,3.5309,-54.0072,87.09999999999998
2024-10-25,-13.0025,-63.5885,68.3
2024-10-25,-27.457,-58.0844,51.5
2024-10-25,-31.8759,-50.2054,77.2
2024-10-25,-9.3697,-48.2467,71.6
2024-10-25,-20.4244,-71.42,16.4
2024-10-25,-30.3966,-48.539,57.6
2024-10-25,-11.4235,-54.0224,54.70000000000001
2024-10-25,1.1543,-51.4283,83.8
2024-10-25,-15.8436,-42.8065,84.2
2024-10-25,-3.744,-62.212,6.400000000000001
2024-10-25,0.0519,-37.7992,15.699999999999998
2024-10-25,-24.955,-56.8277,75.0
2024-10-25,-3.7917,-44.1612,49.79999999999999
2024-10-25,-22.4147,-48.376,97.59999999999998
2024-10-25,-11.4815,-59.6183,57.0
2024-10-25,-29.8656,-53.0923,8.8
2024-10-25,-6.5809,-40.1324,48.70000000000001
2024-10-25,-5.2198,-55.6697,19.2
2024-10-25,-12.9344,-63.4225,76.3
2024-10-25,-22.9977,-58.0163,68.9
2024-10-25,-32.096,-41.2628,51.29999999999999
2024-10-25,-23.4553,-56.2352,42.70000000000001
2024-10-25,-22.838,-36.8133,4.3
2024-10-25,-13.8927,-58.9603,48.79999999999999
2024-10-25,-15.3239,-73.1709,79.3
2024-10-25,-24.0661,-58.86,97.5
2024-10-25,1.4193,-48.3221,92.59999999999998
2024-10-25,-22.8898,-61.0345,13.199999999999998
2024-10-25,-4.9035,-60.3204,61.5
2024-10-25,-2.4739,-64.6997,17.4
2024-10-25,-5.8163,-70.3983,35.2
2024-10-25,-29.0325,-55.7578,10.2
2024-10-25,-0.2245,-65.4946,96.5
2024-10-25,5.186,-49.1731,47.29999999999999
2024-10-25,-18.8221,-64.3534,63.70000000000001
2024-10-25,-20.0711,-57.769,67.1
2024-10-25,3.2754,-63.6004,63.6
2024-10-25,-27.1667,-65.0979,47.29999999999999
2024-10-25,-6.7321,-48.3076,52.5
2024-10-25,-21.0277,-72.5614,80.5
2024-10-25,-10.1807,-61.5502,62.79999999999999
2024-10-25,-14.2582,-46.0707,40.0
2024-10-25,-24.0203,-57.8048,75.7
2024-10-25,-28.847,-56.7093,76.5
2024-10-25,-9.9194,-39.9244,66.0
2024-10-25,-24.6844,-35.1372,74.1
2024-10-25,-4.8377,-44.3387,28.7
2024-10-25,-23.7671,-43.0932,89.2
2024-10-25,-1.5749,-59.7676,77.9
2024-10-25,-23.8113,-50.474,98.40000000000002
2024-10-25,0.9974,-44.5889,42.6
2024-10-25,-33.1338,-52.3447,3.6
2024-10-25,-19.8207,-63.708,29.899999999999995
2024-10-25,-19.8749,-64.4152,96.40000000000002
2024-10-25,-7.988,-62.2205,1.1
2024-10-25,-28.2166,-41.2903,41.4
2024-10-25,-4.5096,-66.4658,47.0
2024-10-25,-6.2685,-60.0646,61.29999999999999
2024-10-25,-21.3694,-40.0721,15.4
2024-10-25,5.2405,-35.4197,13.699999999999998
2024-10-25,-33.623,-72.602,61.20000000000001
2024-10-25,-6.6525,-55.0254,1.1
2024-10-25,-6.9131,-49.3807,15.300000000000002
2024-10-25,-16.4034,-58.8736,90.59999999999998
2024-10-25,-10.2776,-44.3912,86.40000000000002
2024-10-25,-29.327,-69.502,73.1
2024-10-25,-3.3465,-67.1252,57.0
2024-10-25,-12.8501,-70.7987,14.199999999999998
2024-10-25,-5.9651,-43.5071,41.1
2024-10-25,-1.8775,-58.1989,26.600000000000005
2024-10-25,-5.8372,-68.4453,81.8
2024-10-25,-13.0786,-62.5258,37.3
2024-10-25,-24.4333,-56.7664,47.20000000000001
2024-10-25,-29.7261,-55.0221,81.8
2024-10-25,-8.583,-57.8151,60.1
2024-10-25,-19.5102,-48.8506,37.8
2024-10-25,-20.6974,-44.685,52.29999999999999
2024-10-25,4.8694,-49.6661,89.7
2024-10-25,3.3831,-72.7226,65.3
2024-10-25,-28.0401,-49.5944,44.79999999999999
2024-10-25,-4.8467,-64.2448,50.0
2024-10-25,-28.5931,-65.6731,10.0
2024-10-25,1.023,-69.9663,76.3
2024-10-25,-19.1939,-37.3978,88.3
2024-10-25,-2.6543,-36.6408,98.59999999999998
2024-10-25,-20.3099,-57.6475,30.899999999999995
2024-10-25,-18.7161,-37.5053,69.8
2024-10-25,-1.9051,-52.5763,2.0
2024-10-25,-23.327,-60.1359,86.3
2024-10-25,-7.6059,-54.8565,93.2
2024-10-25,-19.758,-37.3616,41.3
2024-10-25,-16.8507,-38.9406,9.9
2024-10-25,-10.3732,-43.7365,80.7
2024-10-25,-24.759,-56.0442,72.3
2024-10-25,-27.6316,-36.9734,16.2
2024-10-25,-2.4113,-46.6925,56.70000000000001
2024-10-25,-27.9404,-64.2778,2.1
2024-10-25,1.4625,-49.1472,59.1
2024-10-25,-7.6426,-53.2435,80.2
2024-10-25,-25.9861,-44.1683,99.40000000000002
2024-10-25,3.3061,-52.1811,42.70000000000001
2024-10-25,5.0885,-54.6089,81.1
2024-10-25,-23.7265,-40.6964,4.6
2024-10-25,-11.4363,-59.4571,80.1
2024-10-25,-23.2003,-35.5708,90.40000000000002
2024-10-25,-26.7395,-38.9712,32.4
2024-10-25,-27.2353,-52.9975,63.5
2024-10-25,-11.0918,-54.4822,40.3
2024-10-25,-18.1404,-45.9725,27.399999999999995
2024-10-25,-7.5848,-47.4555,16.5
2024-10-25,-19.8107,-44.0847,57.6
2024-10-25,-33.3941,-48.8545,30.600000000000005
2024-10-25,-6.1008,-43.4838,24.2
2024-10-25,-31.3513,-36.4364,25.2
2024-10-25,-1.0587,-40.4062,25.5
2024-10-25,-2.8475,-35.671,25.7
2024-10-25,-5.5616,-54.6421,93.0
2024-10-25,-26.6145,-61.3198,40.4
2024-10-25,-29.7412,-71.0493,99.8
2024-10-25,-24.4393,-65.7138,67.0
2024-10-25,-6.6483,-63.2756,7.0
2024-10-25,-0.1609,-68.7074,33.7
2024-10-25,0.5049,-67.4502,47.0
2024-10-25,-12.1377,-62.2456,20.7
2024-10-25,-2.1808,-60.1472,57.5
2024-10-25,-16.6288,-52.8286,88.7
2024-10-25,-31.6726,-39.1021,95.59999999999998
2024-10-25,-17.6783,-71.2485,95.40000000000002
2024-10-25,-15.8742,-56.6992,27.7
2024-10-25,-2.6028,-51.9388,36.3
2024-10-25,-19.8848,-36.5955,55.9
2024-10-25,-30.1681,-43.9825,66.9
2024-10-25,-2.6388,-57.5629,29.399999999999995
2024-10-25,-26.592,-60.3298,55.70000000000001
2024-10-25,0.8385,-38.7362,71.7
2024-10-25,-5.22,-44.7151,13.6
2024-10-25,-3.5037,-70.6876,57.4
2024-10-25,-33.438,-38.4254,66.2
2024-10-25,-20.9887,-37.2647,25.7
2024-10-25,2.5057,-44.4155,37.5
2024-10-25,3.994,-35.9459,94.3
2024-10-25,3.8838,-70.3958,17.9
2024-10-25,-4.1922,-72.0216,66.0
2024-10-25,-18.2476,-67.5545,18.5
2024-10-25,-15.9336,-40.698,41.2
2024-10-25,-17.5392,-35.1642,99.0
2024-10-25,-23.5327,-40.9062,95.8
2024-10-25,-4.6904,-46.9026,25.600000000000005
2024-10-25,-16.2404,-70.9054,67.0
2024-10-25,-14.2477,-44.2352,92.5
2024-10-25,-14.1562,-60.2206,37.7
2024-10-25,-13.1839,-63.4145,35.4
2024-10-25,-17.6573,-70.0509,76.1
2024-10-25,3.9503,-36.2481,16.6
2024-10-25,4.7464,-65.2036,87.5
2024-10-25,-26.623,-47.7003,82.8
2024-10-25,-11.1929,-71.6825,12.5
2024-10-25,-4.0023,-39.4635,86.3
2024-10-25,-11.8985,-70.6927,36.7
2024-10-25,-5.0588,-51.5637,99.90000000000002
2024-10-25,-25.4513,-40.3413,86.0
2024-10-25,-30.4794,-46.4979,86.0
2024-10-25,-33.0216,-47.3666,30.899999999999995
2024-10-25,-12.8337,-38.3992,88.90000000000002
2024-10-25,-18.696,-54.619,43.29999999999999
2024-10-25,-17.5982,-70.9476,49.6
2024-10-25,1.9448,-65.5219,87.40000000000002
2024-10-25,-17.8111,-56.8371,91.3
2024-10-25,-7.1685,-35.0411,15.6
2024-10-25,4.2141,-37.9711,25.2
2024-10-25,-30.8262,-68.441,7.099999999999999
2024-10-25,-30.8792,-52.4861,63.29999999999999
2024-10-25,-15.7695,-52.0629,79.1
2024-10-25,-12.8078,-61.1063,95.2
2024-10-25,-9.7935,-49.0808,28.100000000000005
2024-10-25,-23.7905,-35.3875,75.2
2024-10-25,-15.2173,-64.4352,12.5
2024-10-25,-21.9124,-65.8642,9.7
2024-10-25,-32.8103,-60.9118,34.5
2024-10-25,-32.5199,-38.0171,36.7
