Data,latitude,longitude,probabilidade
2024-10-25,-16.6428,-34.9592,75.0
2024-10-25,-9.5511,-49.0289,71.0
2024-10-25,-22.3581,-43.9586,68.0
2024-10-25,-20.2708,-49.2306,72.0
2024-10-25,-5.8372,-60.6908,72.0
2024-10-25,-27.6025,-37.0544,49.0
2024-10-25,-1.4112,-34.8156,86.0
2024-10-25,-1.4112,-43.9586,68.0
2024-10-25,-3.8158,-43.9586,0.0
2024-10-25,-8.7937,-42.8014,37.0
2024-10-25,-7.1654,-51.0888,82.0
2024-10-25,-1.4112,-48.62,80.0
2024-10-25,-30.0536,-38.5378,0.0
2024-10-25,-9.5511,-43.9586,86.0
2024-10-25,-8.7936,-34.8156,84.0
2024-10-25,-16.6428,-38.5378,63.0
2024-10-25,2.8169,-56.063,49.0
2024-10-25,-30.0536,-44.2136,50.0
2024-10-25,-3.8158,-43.9586,78.0
2024-10-25,-27.6025,-49.0289,65.0
2024-10-25,-5.8372,-60.6908,37.0
2024-10-25,-22.3581,-60.6908,32.0
2024-10-25,-10.9525,-49.0289,37.0
2024-10-25,-3.1036,-43.9586,64.0
2024-10-25,-7.1654,-34.8156,0.0
2024-10-25,-8.0593,-35.2081,0.0
2024-10-25,-22.3581,-51.1747,68.0
2024-10-25,2.8169,-34.8156,65.0
2024-10-25,-5.8372,-54.7226,0.0
2024-10-25,0.035,-43.1906,63.0
2024-10-25,-15.5593,-40.3058,0.0
2024-10-25,-10.9524,-43.1906,64.0
2024-10-25,-3.8158,-47.9258,50.0
2024-10-25,2.8169,-43.9586,82.0
2024-10-25,-3.8158,-49.2202,78.0
2024-10-25,-20.2708,-44.2136,71.0
2024-10-25,-27.6025,-44.2136,72.0
2024-10-25,-10.9524,-44.2136,69.0
2024-10-25,-9.6797,-40.3061,78.0
2024-10-25,-9.5511,-49.2202,62.0
2024-10-25,-9.5511,-44.2136,32.0
2024-10-25,-30.0536,-54.7226,69.0
2024-10-25,-27.6025,-43.1906,78.0
2024-10-25,2.8169,-51.1748,84.0
2024-10-25,-2.5268,-48.4395,65.0
2024-10-25,-19.8839,-54.7226,68.0
2024-10-25,0.035,-42.8013,64.0
2024-10-25,-30.0536,-34.8156,27.0
2024-10-25,-22.3581,-42.8014,62.0
2024-10-25,-2.5267,-51.1747,62.0
2024-10-25,-9.9592,-38.5378,50.0
2024-10-25,-25.4487,-48.6201,80.0
2024-10-25,-22.3581,-44.2136,39.0
2024-10-25,-19.98,-48.4395,50.0
2024-10-25,-1.4112,-51.0888,79.0
2024-10-25,-7.1654,-47.9258,26.0
2024-10-25,-8.0593,-34.8156,69.0
2024-10-25,-9.5512,-48.4395,44.0
2024-10-25,-8.0592,-43.1906,44.0
2024-10-25,-22.3581,-60.6908,37.0
2024-10-25,-10.9525,-49.0289,86.0
2024-10-25,-16.6428,-37.0544,0.0
2024-10-25,-27.6025,-49.2306,79.0
2024-10-25,-19.98,-68.1653,49.0
2024-10-25,-20.4472,-67.869,64.0
2024-10-25,-3.8157,-40.3058,37.0
2024-10-25,-10.9525,-47.9258,64.0
2024-10-25,-3.8158,-54.7226,64.0
2024-10-25,-10.9525,-42.8014,0.0
2024-10-25,0.035,-34.8156,44.0
2024-10-25,-7.1654,-35.7702,44.0
2024-10-25,-20.4472,-60.0164,75.0
2024-10-25,-1.4112,-44.2136,63.0
2024-10-25,-19.98,-60.6908,77.0
2024-10-25,-10.9524,-37.0544,37.0
2024-10-25,-22.3581,-60.6908,64.0
2024-10-25,-3.1033,-48.4395,79.0
2024-10-25,-27.6025,-48.6201,27.0
2024-10-25,-5.8372,-40.3058,26.0
2024-10-25,-3.1033,-54.7226,26.0
2024-10-25,-22.3581,-42.8014,64.0
2024-10-25,-9.5511,-63.8458,77.0
2024-10-25,-16.6428,-44.2136,75.0
2024-10-25,-7.1653,-48.6201,27.0
2024-10-25,-1.4112,-48.4395,82.0
2024-10-25,2.8169,-43.9586,64.0
2024-10-25,-9.5511,-37.0544,0.0
2024-10-25,0.035,-43.1906,0.0
2024-10-25,-15.6069,-51.1747,86.0
2024-10-25,-30.0536,-51.1747,82.0
2024-10-25,-3.8157,-44.2136,82.0
2024-10-25,0.035,-47.9258,0.0
2024-10-25,-15.5593,-63.8459,44.0
2024-10-25,-8.0593,-40.3058,39.0
2024-10-25,-7.1654,-43.9586,79.0
2024-10-25,-22.9883,-48.3018,32.0
2024-10-25,-5.0347,-34.8156,26.0
2024-10-25,0.035,-44.2136,82.0
2024-10-25,-10.1908,-40.3058,84.0
2024-10-25,-8.7936,-51.1747,0.0
2024-10-25,-3.1033,-49.2306,0.0
2024-10-25,-30.0536,-43.9586,37.0
2024-10-25,-8.7936,-37.0544,0.0
2024-10-25,-9.5512,-48.3144,0.0
2024-10-25,-25.4487,-51.0889,50.0
2024-10-25,-7.1653,-34.9592,44.0
2024-10-25,-16.6428,-49.0289,77.0
2024-10-25,-16.6428,-42.8014,0.0
2024-10-25,-2.5267,-54.7226,77.0
2024-10-25,-22.3581,-54.7226,63.0
2024-10-25,-9.9578,-51.1748,62.0
2024-10-25,-8.0593,-56.063,80.0
2024-10-25,-19.98,-38.5378,64.0
2024-10-25,2.8169,-49.2203,0.0
2024-10-25,-16.6428,-40.3058,75.0
2024-10-25,-5.0347,-54.7226,79.0
2024-10-25,-30.0536,-49.2306,26.0
2024-10-25,-9.9578,-49.2202,0.0
2024-10-25,-16.6428,-51.1747,84.0
2024-10-25,-30.0536,-48.6201,79.0
2024-10-25,-2.5267,-38.5378,62.0
2024-10-25,-22.3581,-49.2306,39.0
2024-10-25,-5.0347,-48.3019,27.0
2024-10-25,-22.9883,-49.0289,27.0
2024-10-25,-10.9525,-34.8156,64.0
2024-10-25,-5.0347,-60.6908,80.0
2024-10-25,-7.1654,-63.8458,63.0
2024-10-25,-22.3581,-40.3058,0.0
2024-10-25,-10.9525,-40.3061,77.0
2024-10-25,-1.4112,-35.7703,84.0
2024-10-25,-15.7894,-49.2306,77.0
2024-10-25,-15.5593,-48.6201,62.0
2024-10-25,-1.4112,-48.3144,26.0
2024-10-25,-27.6025,-49.2306,80.0
2024-10-25,-9.5511,-38.5378,49.0
2024-10-25,-1.4112,-37.0543,63.0
2024-10-25,-30.0536,-48.6201,64.0
2024-10-25,-10.1907,-43.1906,32.0
2024-10-25,-19.98,-49.2203,84.0
2024-10-25,-2.5267,-51.0888,32.0
2024-10-25,2.8169,-54.7226,69.0
2024-10-25,-25.4486,-48.4395,0.0
2024-10-25,-30.0535,-38.5378,84.0
2024-10-25,-1.4112,-35.2081,82.0
2024-10-25,-19.98,-48.3144,32.0
2024-10-25,-22.3581,-42.8014,72.0
2024-10-25,-9.5511,-35.2081,44.0
2024-10-25,-1.4112,-34.9592,80.0
2024-10-25,-25.4486,-49.0289,50.0
2024-10-25,-5.8372,-54.7226,63.0
2024-10-25,-25.4486,-37.0544,0.0
2024-10-25,-3.8158,-40.3061,44.0
2024-10-25,-1.4112,-43.1906,0.0
2024-10-25,-1.4112,-35.2081,80.0
2024-10-25,-7.1654,-51.1748,32.0
2024-10-25,-27.6025,-48.3018,78.0
2024-10-25,-5.8372,-56.063,80.0
2024-10-25,-8.7936,-54.7226,84.0
2024-10-25,-15.5593,-43.9586,78.0
2024-10-25,-7.1654,-40.3061,82.0
2024-10-25,0.035,-48.4395,82.0
2024-10-25,-8.0593,-35.2081,39.0
2024-10-25,-1.4112,-34.8156,62.0
2024-10-25,-3.1036,-43.1906,78.0
2024-10-25,-5.8372,-49.2306,68.0
2024-10-25,-16.6428,-44.2136,79.0
2024-10-25,-9.6797,-48.3019,37.0
2024-10-25,-8.7937,-43.1906,86.0
2024-10-25,-8.7936,-40.3058,62.0
2024-10-25,-8.0593,-48.3019,32.0
2024-10-25,-25.4487,-48.4395,64.0
2024-10-25,-3.1036,-48.3144,62.0
2024-10-25,-20.4472,-44.2136,68.0
2024-10-25,-15.7893,-35.7703,64.0
2024-10-25,-20.4472,-40.3061,84.0
2024-10-25,-16.6428,-42.8014,0.0
2024-10-25,-25.4487,-40.3061,77.0
2024-10-25,-25.4487,-48.4395,86.0
2024-10-25,-8.7936,-38.5378,32.0
2024-10-25,-7.1653,-48.6201,27.0
2024-10-25,-8.7937,-48.6201,63.0
2024-10-25,-19.98,-51.0888,69.0
2024-10-25,-30.0536,-49.2203,63.0
2024-10-25,-8.0592,-49.0289,62.0
2024-10-25,-22.9883,-35.7703,32.0
2024-10-25,-15.7894,-37.0543,26.0
2024-10-25,-22.3581,-44.2136,27.0
2024-10-25,-19.98,-60.6908,62.0
2024-10-25,-10.1478,-60.0156,68.0
2024-10-25,-22.3581,-47.9258,26.0
2024-10-25,-3.8158,-37.0544,62.0
2024-10-25,-8.0593,-34.9592,63.0
2024-10-25,-16.6428,-60.6908,62.0
2024-10-25,-5.8372,-35.2081,79.0
2024-10-25,-20.4472,-48.62,27.0
2024-10-25,-8.7937,-35.7703,75.0
2024-10-25,-5.8372,-44.2136,37.0
2024-10-25,-5.0347,-51.1747,68.0
2024-10-25,-10.9524,-60.0164,50.0
2024-10-25,-15.5593,-38.5378,0.0
2024-10-25,-3.1033,-37.0543,0.0
2024-10-25,-30.0535,-51.0889,80.0
2024-10-25,-1.4112,-44.2136,80.0
2024-10-25,-7.1653,-42.8013,86.0
2024-10-25,-22.9883,-47.9258,84.0
2024-10-25,-8.7936,-49.2306,32.0
2024-10-25,-20.4472,-42.8014,27.0
2024-10-25,-3.8157,-35.7703,0.0
2024-10-25,2.8169,-67.869,64.0
2024-10-25,-22.9883,-49.2306,86.0
2024-10-25,-1.4112,-49.0289,44.0
2024-10-25,-15.5593,-48.3144,49.0
2024-10-25,-25.4486,-47.9258,77.0
2024-10-25,-5.8372,-49.2203,0.0
2024-10-25,-10.9525,-40.3058,80.0
2024-10-25,-22.3581,-35.7703,86.0
2024-10-25,-20.4472,-34.8156,63.0
2024-10-25,-3.1033,-56.063,0.0
2024-10-25,-8.0593,-60.6908,69.0
2024-10-25,-30.0536,-51.0888,80.0
2024-10-25,-1.4112,-49.2202,26.0
2024-10-25,-20.2708,-40.3058,86.0
2024-10-25,-19.8839,-34.8156,78.0
2024-10-25,-9.5511,-51.0889,78.0
2024-10-25,-15.5593,-42.8014,82.0
2024-10-25,-15.5593,-43.9587,77.0
2024-10-25,-5.0347,-48.3018,62.0
2024-10-25,-15.7893,-43.9694,78.0
2024-10-25,2.8169,-48.4395,63.0
2024-10-25,-20.2708,-43.9587,84.0
2024-10-25,-3.1033,-49.2202,69.0
2024-10-25,-25.4486,-60.6908,68.0
2024-10-25,-25.4486,-63.8458,84.0
2024-10-25,-27.6025,-43.1906,82.0
2024-10-25,-15.5593,-35.7703,32.0
2024-10-25,-1.4112,-44.2136,68.0
2024-10-25,2.8169,-35.2081,50.0
2024-10-25,-15.7894,-34.9592,0.0
2024-10-25,-22.3581,-49.2202,62.0
2024-10-25,-22.9883,-51.1747,68.0
2024-10-25,-19.98,-60.6908,82.0
2024-10-25,-5.8372,-35.7702,44.0
2024-10-25,-3.1033,-49.2306,82.0
2024-10-25,-1.4112,-60.0156,84.0
2024-10-25,-22.3581,-43.1906,27.0
2024-10-25,-5.0347,-38.5378,27.0
2024-10-25,-15.5593,-48.3144,71.0
2024-10-25,-3.1036,-49.2203,82.0
2024-10-25,-9.6797,-44.2136,62.0
2024-10-25,-22.9883,-38.5378,78.0
2024-10-25,-19.98,-60.6908,0.0
2024-10-25,0.035,-43.9694,62.0
2024-10-25,-8.7936,-42.8014,62.0
2024-10-25,-15.5593,-48.4395,0.0
2024-10-25,-22.9883,-35.7703,77.0
2024-10-25,2.8169,-37.0544,37.0
2024-10-25,-25.4486,-37.0544,63.0
2024-10-25,-5.0347,-44.2136,0.0
2024-10-25,-9.5512,-34.8156,82.0
2024-10-25,-3.8158,-56.063,49.0
2024-10-25,-8.7936,-60.0164,62.0
2024-10-25,-9.6797,-38.5378,82.0
2024-10-25,-22.3581,-34.8156,64.0
2024-10-25,-8.0593,-35.7702,32.0
2024-10-25,-3.1033,-48.3144,80.0
2024-10-25,-3.1033,-48.6201,72.0
2024-10-25,-2.5267,-34.9592,0.0
2024-10-25,-10.1478,-49.0289,68.0
2024-10-25,-9.6797,-35.2081,84.0
2024-10-25,-1.4112,-44.2136,49.0
2024-10-25,-16.6428,-56.063,77.0
2024-10-25,-30.0536,-54.7226,0.0
2024-10-25,-20.2708,-60.6908,64.0
2024-10-25,-3.8158,-68.1653,62.0
2024-10-25,-15.5593,-37.0544,44.0
2024-10-25,-5.8372,-35.2081,64.0
2024-10-25,0.035,-43.1906,78.0
2024-10-25,-27.6025,-38.5378,80.0
2024-10-25,-22.9883,-63.8458,84.0
2024-10-25,-20.4472,-44.2136,69.0
2024-10-25,-1.4112,-43.1906,72.0
2024-10-25,-15.7894,-43.9586,68.0
2024-10-25,-7.1654,-49.2306,0.0
2024-10-25,-3.8157,-40.3058,0.0
2024-10-25,-20.2708,-38.5378,49.0
2024-10-25,-3.1036,-37.0543,77.0
2024-10-25,-5.8372,-43.1906,44.0
2024-10-25,-30.0536,-34.8156,0.0
2024-10-25,-8.7936,-43.1906,62.0
2024-10-25,-5.0347,-56.063,27.0
2024-10-25,-8.0593,-48.3018,27.0
2024-10-25,-20.4472,-56.063,64.0
2024-10-25,-3.1033,-44.2136,80.0
2024-10-25,-7.1654,-42.8013,68.0
2024-10-25,-20.2708,-54.7226,49.0
2024-10-25,0.035,-48.6201,78.0
2024-10-25,-22.9883,-49.2202,72.0
2024-10-25,-15.7894,-35.7703,0.0
2024-10-25,-9.5511,-60.0164,39.0
2024-10-25,-22.3581,-51.0889,49.0
2024-10-25,-30.0536,-60.0164,39.0
2024-10-25,-2.5267,-37.0544,82.0
2024-10-25,-9.6797,-38.5378,50.0
2024-10-25,-16.6428,-48.3018,80.0
2024-10-25,-15.5593,-54.7226,79.0
2024-10-25,-9.9592,-49.0289,86.0
2024-10-25,-9.5511,-44.2136,77.0
2024-10-25,-25.4486,-47.9258,26.0
2024-10-25,0.035,-49.2203,0.0
2024-10-25,-9.6797,-35.2081,49.0
2024-10-25,-20.2711,-51.1747,64.0
2024-10-25,2.8169,-49.2202,0.0
2024-10-25,-30.0535,-48.6201,63.0
2024-10-25,-22.9883,-38.5378,32.0
2024-10-25,-3.8158,-40.3058,0.0
2024-10-25,-25.4487,-48.6201,32.0
2024-10-26,-15.7894,-51.0889,0.0
2024-10-26,-2.5268,-38.5378,32.0
2024-10-26,-1.4112,-35.7703,37.0
2024-10-26,-9.6797,-40.3058,64.0
2024-10-26,-19.98,-35.7703,64.0
2024-10-26,-8.7937,-47.9258,62.0
2024-10-26,-20.4472,-51.1747,50.0
2024-10-26,-2.5267,-35.2081,75.0
2024-10-26,-5.0347,-51.0888,50.0
2024-10-26,-3.1033,-48.6201,82.0
2024-10-26,-7.1653,-44.2136,84.0
2024-10-26,-22.3581,-51.1747,50.0
2024-10-26,-1.4112,-48.4395,64.0
2024-10-26,-22.9883,-60.0164,44.0
2024-10-26,-22.9883,-49.2306,44.0
2024-10-26,-10.9525,-51.1747,79.0
2024-10-26,-22.3581,-49.2306,78.0
2024-10-26,-15.7894,-34.8156,72.0
2024-10-26,-3.8157,-60.6908,0.0
2024-10-26,-7.1653,-40.3058,0.0
2024-10-26,0.035,-43.1906,0.0
2024-10-26,-10.9525,-47.9258,82.0
2024-10-26,-22.9883,-42.8014,84.0
2024-10-26,-20.2708,-43.1906,63.0
2024-10-26,-1.4112,-63.8458,72.0
2024-10-26,-7.1653,-43.9586,80.0
2024-10-26,-27.6025,-60.0164,49.0
2024-10-26,-10.9525,-60.0156,37.0
2024-10-26,-5.8372,-35.7703,77.0
2024-10-26,-10.9525,-34.9592,0.0
2024-10-26,-27.6025,-49.0289,39.0
2024-10-26,-9.5512,-51.0888,68.0
2024-10-26,-30.0536,-63.8459,0.0
2024-10-26,-5.0347,-49.2202,82.0
2024-10-26,-22.3581,-42.8013,44.0
2024-10-26,-2.5267,-35.7703,82.0
2024-10-26,-5.0347,-43.1906,0.0
2024-10-26,-9.9592,-63.8458,32.0
2024-10-26,-27.6025,-49.2306,62.0
2024-10-26,-5.8372,-34.8156,44.0
2024-10-26,-15.5593,-37.0544,77.0
2024-10-26,-19.8839,-63.8458,0.0
2024-10-26,-9.5511,-49.0289,80.0
2024-10-26,-15.5593,-49.0289,27.0
2024-10-26,-8.0593,-35.7703,86.0
2024-10-26,-5.0347,-43.1906,68.0
2024-10-26,-15.7893,-48.4395,84.0
2024-10-26,-7.1654,-67.869,78.0
2024-10-26,-27.6025,-49.0289,0.0
2024-10-26,-25.4486,-35.2081,78.0
2024-10-26,-27.6025,-56.063,26.0
2024-10-26,-3.8158,-63.8458,32.0
2024-10-26,-8.0593,-56.063,26.0
2024-10-26,-22.3581,-43.1906,78.0
2024-10-26,-25.4486,-44.2136,62.0
2024-10-26,-20.2711,-35.7703,86.0
2024-10-26,-16.6428,-34.9592,32.0
2024-10-26,-27.6025,-48.62,79.0
2024-10-26,-20.2708,-42.8014,72.0
2024-10-26,-27.6025,-54.7226,27.0
2024-10-26,-9.5511,-47.9258,37.0
2024-10-26,-25.4486,-37.0544,0.0
2024-10-26,-5.0347,-60.0164,37.0
2024-10-26,-30.0536,-40.3058,68.0
2024-10-26,-10.9524,-54.7226,63.0
2024-10-26,-22.3581,-51.0888,27.0
2024-10-26,-3.1033,-37.0543,77.0
2024-10-26,-9.5512,-56.063,0.0
2024-10-26,-9.6797,-44.2136,26.0
2024-10-26,-20.2708,-42.8014,63.0
2024-10-26,-5.8372,-38.5378,0.0
2024-10-26,-8.7936,-37.0544,75.0
2024-10-26,-2.5267,-51.1747,79.0
2024-10-26,-7.1653,-49.2306,77.0
2024-10-26,2.8169,-42.8014,0.0
2024-10-26,-22.3581,-49.0289,82.0
2024-10-26,-19.98,-43.1906,0.0
2024-10-26,-20.2708,-63.8459,63.0
2024-10-26,-30.0536,-48.4395,75.0
2024-10-26,-15.7893,-60.0164,44.0
2024-10-26,-25.4486,-48.4395,68.0
2024-10-26,-25.4487,-43.1906,77.0
2024-10-26,-25.4486,-63.8459,71.0
2024-10-26,-15.5593,-51.1748,79.0
2024-10-26,-30.0536,-54.7226,49.0
2024-10-26,-15.6069,-43.9586,71.0
2024-10-26,-16.6428,-67.869,68.0
2024-10-26,-3.8158,-49.0289,27.0
2024-10-26,-10.9525,-34.9592,80.0
2024-10-26,0.035,-49.2202,72.0
2024-10-26,-10.1907,-35.7703,27.0
2024-10-26,-27.6025,-49.2306,84.0
2024-10-26,-15.7894,-43.1906,0.0
2024-10-26,-9.5511,-49.2202,78.0
2024-10-26,-9.6797,-49.0289,0.0
2024-10-26,-7.1653,-49.2306,69.0
2024-10-26,-2.5267,-38.5378,0.0
2024-10-26,-10.9524,-34.9592,32.0
2024-10-26,-27.6025,-42.8014,69.0
2024-10-26,-10.9524,-35.2081,64.0
2024-10-26,-20.2708,-49.2306,84.0
2024-10-26,-10.1907,-43.1906,64.0
2024-10-26,-5.0347,-49.2306,0.0
2024-10-26,-22.3581,-43.1906,0.0
2024-10-26,-30.0535,-49.0289,79.0
2024-10-26,-7.1654,-35.7703,64.0
2024-10-26,-8.0593,-34.8156,0.0
2024-10-26,-5.8372,-60.6908,82.0
2024-10-26,-5.8372,-49.2306,32.0
2024-10-26,-19.98,-63.8458,63.0
2024-10-26,-1.4112,-49.2306,82.0
